ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-2716830,2,2/16/2016 12:08,2/16/2016 18:08,38.08783,-83.90263,38.12853,-83.74765,8.883,Between US-60/Exit 113 and KY-36/Exit 121 - Accident.,,I-64 E,R,Mount Sterling,Montgomery,KY,40353,US,US/Eastern,KIOB,2/16/2016 12:15,33.8,27.7,100,29.85,5,West,6.9,0.03,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716831,2,2/16/2016 12:18,2/16/2016 18:18,41.63316,-83.54203,41.63548,-83.54284,0.166,At South Ave/Kuhlman Dr/Exit 200 - Accident.,,I-75 N,R,Toledo,Lucas,OH,43609,US,US/Eastern,KTDZ,2/16/2016 12:05,30.9,,79,29.81,5,Calm,,,Haze,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716832,2,2/16/2016 12:40,2/16/2016 18:40,39.149639,-84.539381,39.15228,-84.5412,0.207,At I-74/US-52/US-27/Exit 4 - Accident.,,I-74 W,R,Cincinnati,Hamilton,OH,45225,US,US/Eastern,KLUK,2/16/2016 12:53,36,31.1,73,29.85,10,West,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716833,4,2/16/2016 13:47,2/16/2016 19:47,40.9605,-85.3528,40.96051,-85.34522,0.395,Closed between Gundy Rd and Mayne Rd - Road closed due to accident.,5083, E 900 N,R,Roanoke,Huntington,IN,46783-9701,US,US/Eastern,KFWA,2/16/2016 13:54,30,22.4,79,29.84,10,West,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716834,4,2/16/2016 13:47,2/16/2016 19:47,40.96051,-85.34522,40.9605,-85.3528,0.395,Closed between Mayne Rd and Gundy Rd - Road closed due to accident.,5527, E 900 N,R,Roanoke,Huntington,IN,46783-9703,US,US/Eastern,KFWA,2/16/2016 13:54,30,22.4,79,29.84,10,West,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716835,2,2/16/2016 14:36,2/16/2016 20:36,41.08204,-80.64847,41.08156,-80.64523,0.172,At South Ave/Exit 7 - Accident.,,I-680 S,R,Youngstown,Mahoning,OH,44507,US,US/Eastern,KYNG,2/16/2016 14:51,30.9,22.8,89,29.74,3,NNW,9.2,,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716836,2,2/16/2016 14:38,2/16/2016 20:38,41.61791,-83.54107,41.6217,-83.54185,0.265,At OH-65/Miami St/Exit 199 - Accident.,,I-75 N,R,Northwood,Wood,OH,43619,US,US/Eastern,KTDZ,2/16/2016 14:53,32,24.2,75,29.79,9,WNW,9.2,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716837,2,2/16/2016 15:26,2/16/2016 21:26,38.41592,-82.3465,38.411198,-82.349767,0.371,Between US-60/Exit 15 and WV-10/Hal Greer Blvd/Exit 11 - Accident.,,I-64 W,R,Huntington,Cabell,WV,25705,US,US/Eastern,KHTS,2/16/2016 15:51,36,32.1,76,29.81,10,NW,4.6,,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716838,2,2/16/2016 15:46,2/16/2016 21:46,41.67571,-83.69385,41.67571,-83.69385,0,At US-20/OH-120/Central/Exit 13 - Accident.,,I-475 N,R,Toledo,Lucas,OH,43615,US,US/Eastern,KDUH,2/16/2016 15:55,30.2,23.4,77,29.79,10,West,6.9,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716839,2,2/16/2016 16:25,2/16/2016 22:25,39.08272,-84.52264,39.05753,-84.54183,2.022,Between 12th St/Pike St/Exit 191 and KY-1072/Kyles Ln/Exit 189 - Accident.,,I-75 S,R,Covington,Kenton,KY,41011,US,US/Eastern,KLUK,2/16/2016 16:53,37.9,33.5,68,29.84,10,West,5.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716840,2,2/16/2016 16:42,2/16/2016 22:42,39.280947,-80.278075,39.280307,-80.280756,0.15,At US-50/Exit 119 - Accident.,,US-50 W,R,Bridgeport,Harrison,WV,26330,US,US/Eastern,KCKB,2/16/2016 16:53,34,28.8,96,29.77,4,WSW,5.8,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Day,Day,Day,Day
A-2716841,2,2/16/2016 16:43,2/16/2016 22:43,38.36387,-81.73867,38.36387,-81.73867,0,At WV-25/10th/Roxalana Rd/Exit 53 - Accident.,,I-64 W,R,Dunbar,Kanawha,WV,25064,US,US/Eastern,KCRW,2/16/2016 16:54,36,33.3,82,29.83,10,Variable,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716842,2,2/16/2016 16:47,2/16/2016 22:47,40.0187,-82.90466,40.0122,-82.90727,0.47,Ramp to Exit 35A - Accident.,,Outerbelt S,R,Columbus,Franklin,OH,43219,US,US/Eastern,KCMH,2/16/2016 16:51,32,24.2,75,29.82,7,WNW,9.2,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716843,3,2/16/2016 17:45,2/16/2016 23:45,41.53757,-81.64083,41.53898,-81.63629,0.254,At 72nd St/Exit 176 - Accident.,,OH-2 E,R,Cleveland,Cuyahoga,OH,44103,US,US/Eastern,KBKL,2/16/2016 17:53,30.9,23.5,89,29.82,6,West,8.1,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716844,3,2/16/2016 18:13,2/17/2016 0:13,41.16522,-81.47454,41.16093,-81.46962,0.392,At Graham Rd - Accident.,,OH-8 S,R,Stow,Summit,OH,44224,US,US/Eastern,KAKR,2/16/2016 17:54,32,24.2,79,29.81,8,WNW,9.2,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2716845,4,2/16/2016 18:13,2/17/2016 0:13,39.52352,-82.02361,39.517216,-82.025802,0.451,Closed at Amesville - Road closed due to accident.,5809, S State Route 78,L,Glouster,Athens,OH,45732-8905,US,US/Eastern,KUNI,2/16/2016 18:10,32.4,,100,29.85,7,Calm,,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2716846,4,2/16/2016 18:13,2/17/2016 0:13,39.517216,-82.025802,39.52352,-82.02361,0.451,Closed at CR-38/Bishopville Rd - Road closed due to accident.,6102, S State Route 78,R,Glouster,Athens,OH,45732-8905,US,US/Eastern,KUNI,2/16/2016 18:10,32.4,,100,29.85,7,Calm,,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2716847,4,2/17/2016 0:52,2/17/2016 6:52,40.322818,-83.071034,40.325909,-83.071612,0.216,Closed between CR-215/Panhandle Rd and Delaware - Road closed due to accident.,,US Highway 23 N,R,Delaware,Delaware,OH,43015,US,US/Eastern,KDLZ,2/17/2016 0:56,28.4,23.3,80,29.94,10,WNW,4.6,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716848,4,2/17/2016 1:46,2/17/2016 7:46,41.73565,-84.99082,41.75381,-85.43421,22.892,Closed between I-69/US-27/Exit 144 and IN-9/Exit 121 - Road closed due to accident.,,I-80 W,R,Fremont,Steuben,IN,46737,US,US/Eastern,KANQ,2/17/2016 1:55,28.4,23.3,93,29.92,6,West,4.6,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716849,4,2/17/2016 4:16,2/17/2016 10:16,39.14648,-84.45455,39.14305,-84.48184,1.481,Closed between Dana Ave/Exit 5 and US-22/OH-3/Montgomery Rd/Exit 5 - Road closed due to accident.,,I-71 S,R,Cincinnati,Hamilton,OH,45212,US,US/Eastern,KLUK,2/17/2016 3:53,28,,100,30.06,5,Calm,,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716850,3,2/17/2016 7:17,2/17/2016 13:17,39.82122,-85.76482,39.82115,-85.77004,0.277,At IN-9/Exit 104 - Accident.,,I-70 W,R,Greenfield,Hancock,IN,46140,US,US/Eastern,KMQJ,2/17/2016 7:14,30.2,21.3,86,30.11,7,North,10.4,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2716851,2,2/17/2016 7:22,2/17/2016 13:22,41.11889,-81.65407,41.12877,-81.65219,0.69,Ramp to I-77 - Accident.,,OH-21 N,R,Akron,Summit,OH,44321,US,US/Eastern,KAKR,2/17/2016 6:54,28,21.7,81,30.03,7,SW,5.8,0,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716852,4,2/17/2016 7:57,2/17/2016 13:57,40.121557,-83.151457,40.11036,-83.15869,0.863,Closed at Avery Rd - Road closed due to accident.,7579, Muirfield Dr,R,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,2/17/2016 7:53,30,24.1,85,30.11,3,West,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716853,4,2/17/2016 7:57,2/17/2016 13:57,40.11017,-83.15877,40.121827,-83.151367,0.895,Closed between Avery Rd and Cormorant Dr - Road closed due to accident.,,Avery Rd,R,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,2/17/2016 7:53,30,24.1,85,30.11,3,West,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716854,2,2/17/2016 8:08,2/17/2016 14:08,41.57777,-81.54987,41.57615,-81.55346,0.217,At 185th St/Waterloo Rd/Exit 182 - Accident.,,OH-2 W,R,Cleveland,Cuyahoga,OH,44119,US,US/Eastern,KCGF,2/17/2016 7:45,28.4,19.7,93,30.03,3,WSW,9.2,,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716855,3,2/17/2016 8:15,2/17/2016 14:15,40.121557,-83.151457,40.11036,-83.15869,0.863,At Avery Rd - Accident.,7579, Muirfield Dr,R,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,2/17/2016 7:53,30,24.1,85,30.11,3,West,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716856,3,2/17/2016 8:15,2/17/2016 14:15,40.11017,-83.15877,40.121616,-83.151314,0.884,Between Avery Rd and Dunabbey Loop - Accident.,,Avery Rd,R,Dublin,Franklin,OH,43017,US,US/Eastern,KOSU,2/17/2016 7:53,30,24.1,85,30.11,3,West,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716857,2,2/17/2016 8:13,2/17/2016 14:13,41.04592,-81.69463,41.04453,-81.69229,0.155,At OH-261/Exit 11 - Accident.,,US-224 E,R,Wadsworth,Medina,OH,44281,US,US/Eastern,KAKR,2/17/2016 7:54,28,22.8,81,30.06,6,WSW,4.6,,Haze,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716858,2,2/17/2016 8:36,2/17/2016 14:36,41.42099,-81.69052,41.40753,-81.63808,2.872,Between OH-176/OH-17/Exit 17 and I-77/Exit 20 - Accident.,,I-480 E,R,Cleveland,Cuyahoga,OH,44109,US,US/Eastern,KBKL,2/17/2016 8:53,30.9,21.7,82,30.09,4,WSW,11.5,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716859,2,2/17/2016 8:57,2/17/2016 14:57,39.27486,-84.346,39.26678,-84.35626,0.783,At I-275/Exit 17 - Accident.,,I-71 S,R,Cincinnati,Hamilton,OH,45249,US,US/Eastern,KHAO,2/17/2016 8:53,32,28.7,88,30.2,4,West,3.5,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716860,2,2/17/2016 9:27,2/17/2016 15:27,39.28266,-84.56742,39.28615,-84.56214,0.371,At US-127/Exit 36 - Accident.,,I-275 E,R,Cincinnati,Hamilton,OH,45231,US,US/Eastern,KHAO,2/17/2016 9:29,33.1,28.7,85,30.2,5,West,4.6,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716861,2,2/17/2016 10:27,2/17/2016 16:27,39.9467,-82.22232,39.94817,-82.21895,0.205,At Mt Perry Rd/Exit 142 - Accident.,,Mount Perry Rd,R,Heath,Muskingum,OH,43056,US,US/Eastern,KVTA,2/17/2016 10:54,32,25.6,82,30.18,4,WNW,6.9,,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716862,2,2/17/2016 10:45,2/17/2016 16:45,39.17397,-84.49031,39.1765,-84.48757,0.228,At OH-562/Exit 7 - Accident.,,I-75 N,R,Cincinnati,Hamilton,OH,45237,US,US/Eastern,KLUK,2/17/2016 10:53,34,29.8,79,30.26,9,NW,4.6,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716863,3,2/17/2016 10:54,2/17/2016 16:54,39.17736,-84.4873,39.1737,-84.49092,0.319,At OH-562/Exit 7 - Accident.,,I-75 S,R,Cincinnati,Hamilton,OH,45237,US,US/Eastern,KLUK,2/17/2016 10:53,34,29.8,79,30.26,9,NW,4.6,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716864,2,2/17/2016 11:51,2/17/2016 17:51,39.9467,-82.22232,39.94817,-82.21895,0.205,At Mt Perry Rd/Exit 142 - Accident.,,Mount Perry Rd,R,Heath,Muskingum,OH,43056,US,US/Eastern,KVTA,2/17/2016 11:54,34,28,75,30.19,5,WNW,6.9,,Haze,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716865,2,2/17/2016 12:47,2/17/2016 18:47,39.9467,-82.22232,39.94817,-82.21895,0.205,At Mt Perry Rd/Exit 142 - Accident.,,Mount Perry Rd,R,Heath,Muskingum,OH,43056,US,US/Eastern,KVTA,2/17/2016 12:54,36,30.3,62,30.19,10,Variable,6.9,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716866,2,2/17/2016 13:21,2/17/2016 19:21,41.68518,-83.5678,41.68548,-83.5675,0.026,At Berdan Ave/Exit 205 - Accident.,,I-75 N,R,Toledo,Lucas,OH,43610,US,US/Eastern,KDUH,2/17/2016 13:14,32.4,24,63,30.18,10,NNW,10.4,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716867,2,2/17/2016 16:20,2/17/2016 22:20,41.66572,-83.5652,41.66683,-83.56736,0.135,At US-24/Detroit Ave/Exit 203 - Accident. in the left lane.,,I-75 N,R,Toledo,Lucas,OH,43620,US,US/Eastern,KDUH,2/17/2016 16:15,32.7,25.7,54,30.23,10,NNW,8.1,,Mostly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716868,2,2/17/2016 16:56,2/17/2016 22:56,39.27125,-84.35176,39.26717,-84.34628,0.407,At I-71/Exit 49 - Accident. in the right lane.,,I-275 E,R,Cincinnati,Hamilton,OH,45242,US,US/Eastern,KLUK,2/17/2016 16:53,36,32.1,67,30.32,10,SW,4.6,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716869,2,2/17/2016 17:04,2/17/2016 23:04,41.47395,-81.69931,41.47865,-81.6931,0.457,At I-71/I-90/OH-176/Exit 170 - Accident. in the right lane.,2801, W 25th St,L,Cleveland,Cuyahoga,OH,44113-5133,US,US/Eastern,KBKL,2/17/2016 16:53,28.9,21.9,69,30.26,9,North,6.9,0,Light Snow,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716870,4,2/18/2016 4:10,2/18/2016 10:10,39.98505,-80.74006,39.95816,-80.76231,2.2,Closed between Central Ave and OH-7-scenic - Road closed due to accident.,3357, Central Ave,R,Shadyside,Belmont,OH,43947-2312,US,US/Eastern,KHLG,2/18/2016 3:53,24.1,17,65,30.43,10,NNE,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716871,4,2/18/2016 4:10,2/18/2016 10:10,39.95813,-80.76219,39.98564,-80.73999,2.235,Closed between OH-7-scenic and Central Ave - Road closed due to accident.,,State Route 7,R,Shadyside,Belmont,OH,43947,US,US/Eastern,KHLG,2/18/2016 3:53,24.1,17,65,30.43,10,NNE,5.8,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716872,2,2/18/2016 4:59,2/18/2016 10:59,41.56544,-81.5835,41.57785,-81.54899,1.979,Between 140th St/152nd St/Exit 180 and 185th St/Waterloo Rd/Exit 182 - Accident.,,OH-2 E,R,Cleveland,Cuyahoga,OH,44110,US,US/Eastern,KCGF,2/18/2016 6:45,12.2,2.9,85,30.48,10,SE,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716873,2,2/18/2016 5:02,2/18/2016 11:02,38.32587,-83.11389,38.32603,-83.12193,0.436,At US-60/Exit 161 - Accident.,,I-64 W,R,Olive Hill,Carter,KY,41164,US,US/Eastern,KHTS,2/18/2016 4:51,32,,85,30.43,7,Calm,,,Overcast,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Night,Night
A-2716874,2,2/18/2016 6:58,2/18/2016 12:58,38.25869,-85.7622,38.25962,-85.76688,0.262,At 9th St/Roy Wilkins Ave/Exit 4 - Accident.,,I-64 W,R,Louisville,Jefferson,KY,40202,US,US/Eastern,KLOU,2/18/2016 6:53,25,,88,30.47,5,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-2716875,2,2/18/2016 6:58,2/18/2016 12:58,38.29322,-85.654625,38.293235,-85.654685,0.003,At Zorn Ave/Exit 2 - Accident.,,I-71 S,R,Louisville,Jefferson,KY,40222,US,US/Eastern,KLOU,2/18/2016 6:53,25,,88,30.47,5,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Night,Day,Day
A-2716876,2,2/18/2016 7:05,2/18/2016 13:05,39.78609,-83.24607,39.75639,-83.30702,3.832,Between Madison/Pickaway County Line and OH-56/Exit 84 - Accident.,,I-71 S,R,Orient,Madison,OH,43146,US,US/Eastern,KTZR,2/18/2016 7:18,24.8,,80,30.46,7,Calm,,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2716877,2,2/18/2016 7:05,2/18/2016 13:05,41.53968,-81.62795,41.53926,-81.63026,0.123,At ML King Jr Dr/Exit 177 - Accident.,,OH-283 W,R,Cleveland,Cuyahoga,OH,44103,US,US/Eastern,KBKL,2/18/2016 6:53,19,11.1,71,30.52,10,SE,5.8,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2716878,2,2/18/2016 7:16,2/18/2016 13:16,39.08927,-84.5227,39.08809,-84.52274,0.082,At Spence Bridge - Accident.,,I-75 S,R,Covington,Kenton,KY,41011,US,US/Eastern,KLUK,2/18/2016 6:53,28,,92,30.49,10,Calm,,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2716879,3,2/18/2016 7:18,2/18/2016 13:18,38.25922,-85.76632,38.25846,-85.7632,0.177,At 9th St/Roy Wilkins Ave/Exit 4 - Accident.,,I-64 E,R,Louisville,Jefferson,KY,40203,US,US/Eastern,KSDF,2/18/2016 7:29,27,,89,30.46,2.5,Calm,,,Partly Cloudy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Night,Day,Day,Day
A-2716880,3,2/18/2016 7:24,2/18/2016 13:24,41.55264,-81.60032,41.55022,-81.60536,0.31,At Eddy Rd/Exit 178 - Accident.,,OH-283 W,R,Cleveland,Cuyahoga,OH,44108,US,US/Eastern,KBKL,2/18/2016 7:53,18,8.7,74,30.55,10,SE,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716881,2,2/18/2016 8:02,2/18/2016 14:02,39.02187,-84.50492,39.02297,-84.51624,0.612,At KY-16/Taylor Mill Rd/Exit 79 - Accident.,,I-275 W,R,Latonia,Kenton,KY,41015,US,US/Eastern,KLUK,2/18/2016 7:53,28,,92,30.51,5,Calm,,,Overcast,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716882,2,2/18/2016 8:13,2/18/2016 14:13,41.06755,-81.57421,41.06477,-81.57343,0.196,At OH-261/Wooster Ave/Exit 130 - Accident.,,I-77 N,R,Akron,Summit,OH,44320,US,US/Eastern,KAKR,2/18/2016 8:13,8.1,,92,30.51,3,Calm,,,Clear,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716883,2,2/18/2016 8:10,2/18/2016 14:10,40.49223,-80.01029,40.49463,-80.01246,0.201,At US-19-TRUCK/Evergreen Rd/Exit 11 - Accident.,,I-279 N,R,Pittsburgh,Allegheny,PA,15214,US,US/Eastern,KAGC,2/18/2016 7:53,18,11.1,81,30.53,10,North,4.6,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716884,3,2/18/2016 8:32,2/18/2016 14:32,41.48836,-81.66471,41.49153,-81.67114,0.398,At Woodland Ave/Exit 162 - Accident.,,I-77 N,R,Cleveland,Cuyahoga,OH,44115,US,US/Eastern,KBKL,2/18/2016 8:53,19.9,11.1,71,30.59,10,SSE,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716885,4,2/18/2016 8:32,2/18/2016 14:32,39.95085,-82.94428,39.93172,-82.92729,1.599,Closed between Alum Creek Dr/Exit 103 and US-33/Exit 105 - Road closed due to accident.,,I-70 E,R,Columbus,Franklin,OH,43205,US,US/Eastern,KCMH,2/18/2016 8:51,28,21.7,72,30.53,7,East,5.8,,Scattered Clouds,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
A-2716886,2,2/18/2016 8:32,2/18/2016 14:32,41.42063,-81.80859,41.42065,-81.81108,0.129,At I-71/Exit 11 - Accident.,,Outerbelt South Fwy W,R,Cleveland,Cuyahoga,OH,44135,US,US/Eastern,KCLE,2/18/2016 8:51,16,6.3,81,30.62,10,ESE,6.9,,Clear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Day,Day,Day,Day
